overall_qual,gr_liv_area,neighborhood,garage_cars,total_bsmt_sf,mortgage_rate,days_on_market,distance_to_center,total_sf,age_at_sale,years_since_remodel,total_bath,predicted_sale_price,actual_sale_price
7,1368,NridgHt,2,1368,6.4025,33,4.3,7.914617709040679,1,0,2.0,207903.41358694105,202500
5,990,CollgCr,2,990,4.8575,36,2.44,7.591357046698551,15,14,2.0,135719.34973067621,138000
5,1122,OldTown,2,924,6.036,44,0.34,7.624130585661289,60,3,2.0,145844.1656524438,147000
6,1294,SawyerW,2,1278,6.32,36,3.11,7.8528278122817445,17,17,3.0,169328.10261862178,179200
7,1902,Crawfor,2,1902,4.8875,47,2.38,8.244071270295786,51,8,3.0,327060.5582817628,335000
7,1274,CollgCr,2,1274,6.2175,41,2.2,7.8434564043761155,2,0,3.0,205908.1172231853,203000
8,2810,NoRidge,2,1453,6.657500000000001,118,4.37,8.357962965845681,17,17,2.5,324387.25996652216,302000
9,2599,NoRidge,3,1393,4.8875,98,4.67,8.292298107063221,11,11,2.5,329402.5455143346,333168
4,948,Edwards,1,948,6.375,50,3.21,7.5480289699350145,53,53,2.0,115054.65872960672,119000
6,2112,NAmes,2,952,6.32,39,2.23,8.027802848370312,39,39,2.5,190583.6285280575,206900
8,1630,CollgCr,3,1622,5.047499999999999,37,2.08,8.087332926473351,1,1,3.0,261521.33162004038,295493
7,1352,Somerst,2,1352,6.18,44,3.74,7.902857191280582,1,0,2.0,202047.46049168237,208900
8,1787,CollgCr,3,1753,6.523999999999999,44,2.41,8.172164452111904,5,4,2.0,272381.9007420704,275000
4,948,Edwards,1,864,6.285,56,3.12,7.502738210754851,53,53,1.0,110807.85159861154,111000
6,1478,NAmes,2,1478,5.42,22,2.13,7.9919305198524775,52,52,2.5,168188.42049983836,156500
3,720,BrkSide,1,0,6.425999999999999,77,1.01,6.580639137284949,59,58,1.0,79974.57130348419,72500
7,1923,NoRidge,2,750,4.7375,50,4.9,7.891330757661889,18,18,3.5,224570.43579458442,190000
4,708,BrkSide,0,420,4.93,58,1.32,7.029087564149662,69,59,1.0,85420.23748281997,82500
8,1795,Somerst,3,1795,6.285,44,3.49,8.186185994226083,1,0,2.0,272828.75535466085,147000
4,796,IDOTRR,0,796,5.758,54,1.18,7.373374309910049,86,58,1.0,65325.65875014415,55000
3,774,Edwards,0,544,6.2620000000000005,63,2.48,7.1846291527173145,76,1,1.0,83355.39925178603,79000
5,816,Mitchel,1,816,6.2,40,2.86,7.398174092970465,26,0,1.5,135247.9508072496,130500
6,2792,OldTown,2,1510,6.32,101,0.94,8.3670677328386,88,58,2.0,213325.59642182157,256000
7,1632,Gilbert,2,935,6.682,36,3.31,7.850882664809852,8,8,2.5,180781.7438805601,176500
8,1588,Somerst,3,1588,6.095,40,3.81,8.063692634269517,1,1,2.0,247994.5133362605,227000
5,954,CollgCr,2,911,6.7625,40,2.23,7.531552381407289,30,30,1.0,130160.69913037309,132500
4,816,Edwards,1,816,4.8575,50,2.97,7.398174092970465,71,51,2.0,109525.96973456586,100000
5,1360,IDOTRR,1,803,6.7625,32,0.69,7.679713639966372,68,11,1.5,128752.4825382817,125500
5,1365,BrDale,2,765,4.8575,35,2.43,7.664346632098617,39,39,1.5,109632.17225480216,125000
6,1334,NWAmes,2,1350,4.8100000000000005,41,3.48,7.895436006942965,32,32,2.5,158514.88010357504,167900
5,1656,NWAmes,2,1656,6.0875,41,3.21,8.105609402299896,35,35,2.0,140723.59775735758,135000
4,693,OldTown,0,693,6.324,58,0.87,7.234898420314831,65,56,1.0,60836.26330888097,52500
7,1861,CollgCr,2,916,6.682,44,2.22,7.9294865233142895,4,4,3.5,229157.71735138184,200000
5,864,CollgCr,1,864,6.682,48,2.13,7.455298485683291,34,34,1.0,127473.1846752213,128500
4,872,NAmes,4,858,6.657500000000001,57,2.17,7.456454555176209,36,36,1.0,116349.07855629925,123000
6,1114,SawyerW,2,1114,6.425999999999999,26,2.94,7.709308333385869,5,4,2.0,160814.85283559843,155000
8,2169,CollgCr,2,1284,6.572,51,2.4,8.147288258706624,5,5,2.5,247589.2424279928,228500
6,1913,Crawfor,2,896,5.0025,31,2.4,7.940939762327791,81,59,1.5,176213.81207258537,177000
7,1456,CollgCr,2,728,6.695,40,1.6,7.68937110752969,1,1,2.5,191988.1565195463,155835
4,960,OldTown,1,960,6.695,47,0.47,7.560601162768557,87,57,1.0,95569.16224694288,108500
7,2156,NWAmes,2,1568,6.682,59,3.11,8.22282213081366,38,3,2.0,267728.98427359614,262500
8,1776,Timber,3,1732,6.2620000000000005,48,4.02,8.163086375583216,1,0,3.0,315827.89098368614,283463
7,1494,SawyerW,2,1482,6.572,30,2.24,7.998671361015776,9,9,3.0,235022.76470911826,215000
8,2358,OldTown,0,684,5.286,66,0.9,7.950854857719988,136,21,2.0,129569.83477850506,122000
5,2634,NAmes,4,1248,5.1925,85,2.09,8.264363329731667,40,40,4.5,192888.25993419415,200000
6,1716,NAmes,2,858,5.97,33,1.74,7.853604813097837,46,46,1.5,166287.28519835332,171000
6,1176,BrkSide,2,698,5.222,40,1.38,7.536363938404511,72,9,1.0,141003.43709390506,134900
8,3238,NoRidge,3,2033,4.9675,132,5.16,8.570165076182343,15,14,3.5,427682.41111683764,410000
7,1865,CollgCr,3,992,6.32,37,2.59,7.957877358489813,8,8,3.5,235891.4199347588,235000
7,1920,NWAmes,2,570,6.4025,32,3.46,7.820439515262181,38,14,3.0,188113.56485466575,170000
5,892,NAmes,1,864,6.2,36,2.11,7.471363088187097,42,42,1.0,107998.70449209858,110000
5,1078,NAmes,2,1078,5.098000000000001,37,1.61,7.676473646389156,39,2,2.5,158818.16730796182,149900
6,1573,Somerst,2,756,4.7375,27,3.33,7.753623546559746,10,10,2.5,162518.5392423038,177500
9,1980,NridgHt,3,1980,6.4025,55,5.17,8.284251797621916,2,1,3.0,361788.89706166415,315000
5,2601,SWISU,2,612,6.036,82,0.92,8.075271546297458,87,10,3.5,184262.92556240002,189000
7,1530,StoneBr,2,1530,5.42,39,4.36,8.026496938945412,4,4,3.0,267241.6307659578,260000
4,1738,NAmes,1,715,5.42,31,2.63,7.805474625270857,89,2,2.0,117164.38049033217,104900
6,1412,Gilbert,2,616,6.156000000000001,38,4.39,7.615298339825815,1,0,2.5,171507.86974038326,156932
7,1200,Somerst,2,600,6.5075,46,3.27,7.450660796211539,1,1,2.5,145175.15454738893,144152
7,1674,Somerst,2,814,5.03,37,3.33,7.819636302367592,10,10,3.5,205421.74532869415,216000
7,1790,CollgCr,2,873,6.32,35,1.7,7.88758403166028,9,9,3.5,194181.47415560353,193000
5,1475,MeadowV,1,757,6.7625,40,2.51,7.711101251840158,29,29,2.0,131372.37850691166,127000
6,848,CollgCr,2,848,5.42,38,1.67,7.436617265234227,6,5,2.0,137077.9432656751,144000
8,1668,CollgCr,2,1657,4.8875,49,1.86,8.109525659752872,7,7,3.0,244043.2096321997,232000
4,1374,OldTown,1,840,4.952,34,1.01,7.703007682479236,89,59,1.0,115046.6264773673,105000
6,1661,NAmes,1,992,6.2,29,2.3,7.8838232148921525,53,12,2.0,176123.55469308043,165500
7,2097,CollgCr,2,1108,6.682,43,2.59,8.072779333169498,8,8,3.5,265931.0159667686,274300
10,2633,NoRidge,3,2633,6.156000000000001,128,4.39,8.569216219483389,6,5,3.5,494264.37419467216,466500
7,1958,Somerst,3,1026,6.425999999999999,48,3.53,8.001355025826703,3,3,2.5,240150.15794408898,250000
8,1571,Timber,3,1571,6.095,34,4.14,8.052933036797567,0,0,2.0,252310.2301174735,239000
6,790,SWISU,1,768,5.9175,52,0.77,7.351799869057777,78,58,1.0,90215.53075812728,91000
5,1604,Edwards,2,984,5.222,31,2.68,7.859026979751538,68,49,2.0,129153.92391439139,117000
6,987,BrDale,1,483,6.682,47,2.05,7.293697720601438,33,33,1.5,97671.45537493979,83000
5,1394,Timber,2,384,6.036,34,4.28,7.483806687665835,2,1,2.5,150178.97875827298,167500
3,864,Edwards,1,864,4.7375,69,3.12,7.455298485683291,96,60,2.0,80078.17824329002,58500
6,2117,NAmes,2,1205,6.036,46,2.49,8.108623268354595,38,38,2.5,233874.88524643582,237500
7,1762,OldTown,2,596,6.3575,42,0.27,7.765993079407675,86,56,2.5,152812.71674088255,157000
5,1416,Sawyer,2,816,6.572,25,1.63,7.711101251840158,89,0,2.0,144351.1789411577,112000
6,1258,Edwards,1,560,4.952,29,2.81,7.506042178518122,70,59,1.0,111398.1321000657,105000
4,1154,IDOTRR,1,796,4.8875,34,0.78,7.576097340623111,88,3,2.0,114796.12687854323,125500
7,2784,NWAmes,2,1392,6.7625,100,3.79,8.337348564497175,28,28,4.5,290298.870144049,250000
6,2526,OldTown,1,714,6.572,79,1.12,8.083637203141548,91,57,2.0,153141.25687304628,136000
9,1746,Gilbert,3,1746,4.952,48,3.65,8.158516244806831,3,2,3.0,329062.6293095515,377500
6,1218,BrkSide,2,735,6.156000000000001,40,1.2,7.577633832602728,66,57,1.5,133101.26946331756,131000
7,1525,CollgCr,2,1525,6.4025,30,1.95,8.02322468471667,6,6,3.0,217402.77313590847,235000
5,1584,NAmes,3,1584,4.8100000000000005,36,2.03,8.06117135969092,42,42,2.0,131958.51002470686,124000
5,900,NAmes,1,864,6.135,38,1.87,7.475905969367397,39,39,2.0,121147.09485658519,123000
6,1912,OldTown,2,482,5.9175,28,0.95,7.781138509845015,103,8,2.0,144069.2219134001,163000
7,1500,Blmngtn,3,1356,6.3575,36,2.12,7.957527402230773,0,0,3.0,226789.34681531633,246578
8,2482,Timber,3,1094,6.285,91,4.08,8.182279739259018,2,1,2.5,295001.6272550775,281213
5,1687,Timber,2,747,4.7375,39,4.07,7.79770203551669,62,60,2.0,163043.82293535967,160000
5,1513,BrkSide,1,939,6.2620000000000005,27,1.14,7.8050670442584895,87,3,1.5,139985.89207769092,137500
5,1904,NAmes,1,1208,4.8575,34,1.44,8.043342170441608,59,27,2.5,142325.28834749723,138000
6,1608,SWISU,1,976,4.952,31,1.14,7.85748078694253,84,19,2.5,149036.0177010402,137450
6,1158,BrkSide,1,862,6.425999999999999,26,0.67,7.611347717403621,79,58,1.0,123385.35716505966,120000
6,1593,Gilbert,2,839,5.9175,21,4.25,7.796880342783522,4,4,3.5,186245.7319349927,193000
7,1294,CollgCr,2,1286,6.7625,26,2.18,7.855932199718614,0,0,2.0,195337.25449063897,193879
8,1464,Somerst,3,1485,6.572,48,3.23,7.989560449333865,0,0,3.0,259451.16381077725,282922
3,1214,OldTown,3,672,6.145,46,0.1,7.54274354536855,91,56,1.0,95882.36554816384,105000
8,1646,Crawfor,2,1594,5.758,51,2.29,8.083637203141548,4,3,3.5,271127.56769490964,275000
5,768,CollgCr,2,768,5.0025,60,2.65,7.337587743538596,37,2,2.0,131424.9232622477,133000
5,833,Mitchel,0,833,5.0025,49,3.12,7.418780882750794,24,24,2.0,108070.83923126894,112000
4,1363,OldTown,2,622,4.7375,45,0.53,7.593877844605118,100,60,1.0,113079.47960912052,125500
7,2093,NWAmes,2,791,6.0875,43,3.24,7.9672801789422,22,17,2.5,219298.022545647,215000
7,1840,CollgCr,2,944,5.42,45,2.29,7.932003152361385,8,8,3.5,216549.5659147554,230000
6,1668,NAmes,1,856,5.0575,41,2.1,7.83399634170946,59,4,1.5,155554.89617622245,140000
4,1040,NAmes,2,0,5.42,34,1.71,6.947937068614969,60,59,2.0,92837.34455768188,90000
8,1844,SawyerW,2,1844,5.0575,55,2.59,8.213110697596676,4,3,3.0,262958.0128445068,257000
6,1848,BrkSide,2,833,6.32,31,0.91,7.894318063841624,85,8,1.5,178220.31411862254,207000
7,1569,Blmngtn,3,1386,4.8575,28,2.72,7.991592282068092,2,2,2.5,206409.74637889338,175900
4,2290,OldTown,2,777,5.098000000000001,60,0.81,8.028781162487148,125,60,2.0,131312.05319569499,122500
8,2450,NoRidge,3,1284,4.8575,87,4.36,8.225503097566918,11,11,3.5,317520.37783614674,340000
5,1144,NAmes,1,1144,6.4775,44,1.89,7.735870319952567,45,45,2.5,131483.06553906744,124000
6,1844,Crawfor,2,1844,6.135,43,2.23,8.213110697596676,37,37,3.0,236884.17551536957,223000
6,1416,NWAmes,2,708,6.5975,40,3.67,7.661527081358517,38,38,2.5,163639.38321992115,179900
6,1069,NPkVill,2,1069,4.564,32,1.86,7.668093709082406,33,33,2.0,135604.79613725914,127500
6,848,CollgCr,2,848,5.97,50,2.41,7.436617265234227,5,5,2.0,138614.7679096691,136500
6,2201,Edwards,2,697,6.523999999999999,47,2.61,7.972121128921655,40,40,2.0,224842.54037647837,274970
5,1344,NAmes,1,1024,6.657500000000001,29,1.79,7.7702232041587855,49,24,2.0,138029.6744324286,144000
6,1252,NAmes,2,1252,6.2,43,1.93,7.826044013518965,49,49,1.0,152047.72113556496,142000
7,2127,NoRidge,2,1223,6.4775,46,4.94,8.11701408773731,14,14,3.5,260090.36944145584,271000
5,1558,NAmes,1,913,5.9175,23,2.07,7.812782818577581,63,58,2.5,139807.06671476923,140000
5,804,OldTown,1,788,4.99,56,0.88,7.373374309910049,70,18,2.0,109945.17252202875,119000
6,1440,NWAmes,2,1440,6.18,40,3.67,7.9658927350845286,26,26,2.0,196807.84146485422,182900
5,1838,Gilbert,2,732,6.7625,35,3.96,7.852050207265889,1,1,2.5,186469.2499415751,192140
6,958,NPkVill,2,958,4.952,43,2.09,7.558516743045645,33,33,2.0,126132.07291759344,143750
4,968,OldTown,1,656,6.572,46,1.03,7.393263094763838,80,0,2.0,98619.95762783586,64500
6,1792,Gilbert,2,936,6.036,40,3.57,7.911690520708339,8,8,3.5,192705.10219565153,186500
5,1126,Mitchel,2,1126,6.5975,38,3.87,7.720017940432244,29,29,3.0,161949.69588601319,160000
6,1537,NAmes,2,1319,6.425999999999999,21,2.24,7.957527402230773,46,3,2.5,177451.13714678172,174000
4,864,NAmes,2,864,6.2620000000000005,47,1.9,7.455298485683291,36,36,1.0,114817.86968545192,120500
8,1932,NridgHt,3,1932,6.0875,46,4.04,8.259716961021523,0,0,3.0,351749.6866538539,394617
6,1236,OldTown,2,912,5.098000000000001,24,0.79,7.67275789664251,53,14,2.0,141535.7459456688,149700
7,1725,NWAmes,2,539,6.208,38,3.59,7.725330037917135,28,28,2.5,184097.29785039544,197000
6,2555,Crawfor,2,588,6.0375,68,3.0,7.9229859587111955,86,14,2.0,212741.7201561314,191000
6,848,CollgCr,2,848,6.036,58,2.25,7.436617265234227,4,4,2.0,142369.8825416645,149300
10,2007,Somerst,3,1017,4.8100000000000005,81,3.39,8.014666370464942,1,1,3.5,338006.4309093963,310000
6,952,BrkSide,1,952,4.8575,51,1.23,7.552237287560802,93,59,1.0,101886.1508979428,121000
7,1422,CollgCr,2,1422,6.208,41,2.21,7.953318346560431,3,3,2.0,190714.72539504585,179600
6,913,Sawyer,1,814,6.2620000000000005,44,2.42,7.454719949364001,41,41,2.0,124358.82183256857,129000
5,1188,Mitchel,1,1188,5.098000000000001,36,2.99,7.773594467360194,48,48,1.0,147889.66185809788,157900
8,2090,CollgCr,2,1220,6.095,56,2.33,8.105005537547246,12,11,3.5,253735.04647779677,240000
4,1346,Edwards,1,560,6.2620000000000005,28,2.84,7.553286605600419,97,7,1.5,105580.64269625273,112000
5,630,MeadowV,0,630,6.523999999999999,59,2.57,7.13966033596492,36,36,2.0,88130.45824792243,92000
5,1792,NAmes,0,896,5.0575,24,1.86,7.896924656268864,35,35,3.0,126525.51974484415,136000
8,1578,Somerst,3,1573,4.8575,44,3.32,8.05579245097777,1,0,2.0,246743.29384646344,287090
5,1072,Edwards,2,547,6.5975,30,2.89,7.3901814282264295,1,1,2.0,124292.57386579056,145000
5,1140,Mitchel,0,1140,6.7625,30,2.92,7.732369222284388,0,0,1.0,124800.73194228444,84500
7,1221,Somerst,2,1221,4.952,39,3.95,7.8009820712577405,5,4,3.0,194323.91608979538,185000
6,1647,Gilbert,2,953,6.572,29,3.59,7.8636512654486515,8,7,2.5,172354.68201732065,175000
6,2073,NWAmes,2,1542,4.99,54,3.12,8.193123721512068,32,22,3.0,220823.42011140153,210000
7,2340,Crawfor,1,1152,4.8875,55,2.77,8.158516244806831,69,4,2.0,264504.64601869235,266500
5,1078,NAmes,1,1078,5.098000000000001,40,1.67,7.676473646389156,60,14,2.0,145798.60698323508,142125
5,1256,Edwards,1,1256,6.32,34,3.19,7.829232537543592,43,43,2.5,148289.29902115985,147500
